,profile_id,orgc_stock_mineral,orgc_stock_organic,top_cm,bot_cm,mineral_fraction,organic_fraction,DATEYR,LATDD,LONDD
689,EE0011,12.67,0.0,0,30,1.0,0.0,1960.0,58.31972,22.82972
690,EE0012,13.887500000000001,0.0,0,30,1.0,0.0,1961.0,58.04972,25.0
691,EE0013,4.82,0.0,0,30,1.0,0.0,1961.0,58.27972,25.62972
692,EE0014,4.1616,0.0,0,30,1.0,0.0,1961.0,57.59972,26.67
693,EE0015,4.596,0.0,0,30,1.0,0.0,1961.0,58.29972,25.57972
694,EE0017,3.928,0.0,0,30,1.0,0.0,1963.0,58.27972,26.18
695,EE0018,18.5395,0.0,0,30,1.0,0.0,1964.0,58.79972,26.75
696,EE0019,15.466000000000001,0.0,0,30,1.0,0.0,1964.0,58.47972,24.56972
697,EE0020,10.5825,0.0,0,30,1.0,0.0,1965.0,58.52972,23.96972
698,EE0022,7.962000000000001,0.0,0,30,1.0,0.0,1965.0,58.5,25.5
699,EE0023,0.64,16.509999999999998,0,30,0.3333333333333333,0.6666666666666666,1965.0,58.16972,24.82972
700,EE0025,7.5,0.0,0,30,1.0,0.0,1966.0,59.09972,26.27
701,EE0026,8.444500000000001,0.0,0,30,1.0,0.0,1966.0,58.59972,24.12
702,EE0027,5.161,0.0,0,30,1.0,0.0,1967.0,58.9,25.62972
703,EE0028,9.152,0.0,0,30,1.0,0.0,1968.0,57.75,27.25
704,EE0029,5.004,0.0,0,30,1.0,0.0,1968.0,58.13,27.21972
705,EE0030,5.805000000000001,0.0,0,30,1.0,0.0,1968.0,57.84972,27.2
706,EE0031,6.16,0.0,0,30,1.0,0.0,1970.0,59.22972,26.5
707,EE0033,3.1050000000000004,0.0,0,30,1.0,0.0,1981.0,59.27,25.68
708,EE0037,16.925,0.0,0,30,1.0,0.0,1985.0,58.02,24.68
709,EE0038,14.72,0.0,0,30,1.0,0.0,1987.0,58.91972,22.75
710,EE0039,0.35200000000000004,3.6864,0,30,0.7333333333333333,0.26666666666666666,1987.0,58.95,22.71972
711,EE0040,0.384,2.8224,0,30,0.8,0.2,1987.0,59.02972,22.67
712,EE0041,9.669,0.0,0,30,1.0,0.0,1989.0,59.27,26.52
713,EE0042,3.8699999999999997,0.0,0,30,1.0,0.0,1989.0,58.08,26.28
714,EE0043,8.1716,0.0,0,30,1.0,0.0,1989.0,58.41972,26.57972
715,EE0044,4.143,3.8745,0,30,0.7666666666666667,0.23333333333333334,1989.0,58.79972,27.32972
716,EE0046,16.218,0.0,0,30,1.0,0.0,1994.0,58.88,24.43
717,EE0048,4.45,0.0,0,30,1.0,0.0,1996.0,58.36972,26.67
718,EE0050,7.454000000000001,0.0,0,30,1.0,0.0,1996.0,59.18,24.52
719,EG0003,0.49500000000000005,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
720,EG0005,0.097,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
721,EG0006,1.3104,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
722,EG0010,0.2574,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
723,EG0011,0.2655,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
724,EG0018,0.382,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
725,EG0019,0.8729999999999999,0.0,0,30,1.0,0.0,1987.0,25.16667,30.5
726,ES0035,7.446479999999999,0.0,0,30,1.0,0.0,1980.0,37.16667,-3.43333
727,ES0036,4.9318,0.0,0,30,1.0,0.0,1980.0,37.4,-3.5
728,ES0037,2.15374,0.0,0,30,1.0,0.0,1980.0,37.31667,-3.13333
729,ES0038,2.7332,0.0,0,30,1.0,0.0,1983.0,36.68333,-6.13333
730,ES0040,5.152800000000001,0.0,0,30,1.0,0.0,1984.0,41.725,1.36111
731,ES0041,3.8851999999999998,0.0,0,30,1.0,0.0,1984.0,41.73889,1.36944
732,ET0009,5.7595600000000005,0.0,0,30,1.0,0.0,1974.0,9.01667,40.16667
733,GA0021,13.12332,0.0,0,30,1.0,0.0,1984.0,-1.68333,13.59167
734,GB0021,7.0832999999999995,0.0,0,30,1.0,0.0,1981.0,52.58333,-0.33333
735,GB0023,15.412600000000001,0.0,0,30,1.0,0.0,1981.0,52.16667,-1.41667
736,GB0024,13.551199999999998,0.0,0,30,1.0,0.0,1981.0,53.18333,-3.58333
737,GB0026,5.331600000000001,0.0,0,30,1.0,0.0,1981.0,53.33333,-1.2
738,GB0028,6.8340000000000005,0.0,0,30,1.0,0.0,1981.0,52.08333,0.33333
739,GB0029,14.021,0.0,0,30,1.0,0.0,1981.0,53.11667,-2.91667
740,GB0030,7.2132000000000005,0.0,0,30,1.0,0.0,1981.0,52.78333,-3.08333
741,GB0031,6.308,0.0,0,30,1.0,0.0,1981.0,51.08333,0.83333
742,GB0032,24.684800000000003,25.344,0,30,0.4666666666666667,0.5333333333333333,1981.0,53.13333,-3.58333
743,GB0033,2.7359999999999998,33.35,0,30,0.03333333333333333,0.9666666666666667,1981.0,52.45,0.08333
744,GB0034,34.58,0.0,0,30,1.0,0.0,1981.0,52.45,0.08333
745,GB0036,11.836799999999997,0.0,0,30,1.0,0.0,1981.0,53.11667,-2.91667
746,GB0037,10.4672,0.0,0,30,1.0,0.0,1981.0,51.66667,-0.8
747,GB0039,7.3035000000000005,0.0,0,30,1.0,0.0,1981.0,51.73333,0.41667
748,GB0040,5.764,0.0,0,30,1.0,0.0,1981.0,52.08333,0.33333
749,GB0041,7.4404,0.0,0,30,1.0,0.0,1981.0,51.18333,0.93333
750,GB0042,11.178000000000003,0.0,0,30,1.0,0.0,1981.0,52.58333,-0.33333
751,GB0043,19.1954,0.0,0,30,1.0,0.0,1981.0,51.66667,0.1
752,GB0044,4.5409,0.0,0,30,1.0,0.0,1981.0,51.66667,0.1
753,GB0045,5.380199999999999,10.764,0,30,0.5666666666666667,0.43333333333333335,1981.0,51.16667,0.83333
754,GB0046,0.6,31.104000000000006,0,30,0.2,0.8,1981.0,53.13333,-3.66667
755,GB0047,7.796000000000001,0.0,0,30,1.0,0.0,1981.0,51.16667,0.83333
756,GB0048,10.587399999999999,0.0,0,30,1.0,0.0,1981.0,53.25,-1.08333
757,GB0050,9.521999999999998,0.0,0,30,1.0,0.0,1985.0,53.8,-0.18333
758,GB0051,10.164480000000001,0.0,0,30,1.0,0.0,1991.0,56.61667,-2.68333
759,GB0052,12.195359999999999,0.0,0,30,1.0,0.0,1991.0,55.80833,-3.84167
760,GB0053,10.562039999999998,0.0,0,30,1.0,0.0,1991.0,57.13611,-2.15278
761,GE0001,17.756370000000004,0.0,0,30,1.0,0.0,1974.0,40.71667,44.8
762,GE0006,5.7368,0.0,0,30,1.0,0.0,1974.0,41.75,41.75
763,GE0007,10.705100000000002,0.0,0,30,1.0,0.0,1974.0,41.91667,42.03333
764,GE0008,8.200700000000001,0.0,0,30,1.0,0.0,1974.0,42.18333,41.68333
765,GE0009,8.815599999999998,0.0,0,30,1.0,0.0,1974.0,42.5,41.86667
766,GN0003,3.886799999999999,0.0,0,30,1.0,0.0,1968.0,10.2,-14.03333
767,GN0004,10.338999999999999,0.0,0,30,1.0,0.0,1969.0,10.2,-14.03333
768,GN0005,3.0234,0.0,0,30,1.0,0.0,1969.0,10.2,-14.03333
769,GN0006,7.198,0.0,0,30,1.0,0.0,1969.0,10.2,-14.03333
770,GN0007,11.857650000000001,0.0,0,30,1.0,0.0,1969.0,10.2,-14.03333
771,GN0008,6.290100000000001,0.0,0,30,1.0,0.0,1969.0,10.2,-14.03333
772,GR0012,4.335,0.0,0,30,1.0,0.0,1983.0,37.63583,22.83417
773,GT0002,11.953000000000003,0.0,0,30,1.0,0.0,1983.0,14.63333,-90.36667
774,GT0003,8.99362,0.0,0,30,1.0,0.0,1983.0,15.8,-89.83333
775,GT0004,10.015,0.0,0,30,1.0,0.0,1983.0,15.8,-89.83333
776,GT0005,11.328000000000001,0.0,0,30,1.0,0.0,1983.0,14.63333,-90.36667
777,GT0007,5.7348,0.0,0,30,1.0,0.0,1983.0,15.8,-89.83333
778,GT0008,8.2754,0.0,0,30,1.0,0.0,1983.0,14.8,-89.83333
779,GT0009,9.187380000000001,0.0,0,30,1.0,0.0,1983.0,15.8,-89.83333
780,GT0010,6.45135,0.0,0,30,1.0,0.0,1983.0,15.8,-89.83333
781,GT0011,7.24713,0.0,0,30,1.0,0.0,1983.0,15.8,-89.83333
782,HN0002,5.400360000000001,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
783,HN0003,7.396199999999999,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
784,HN0004,6.1735500000000005,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
785,HN0005,5.03082,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
786,HN0006,7.519080000000001,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
787,HN0007,11.7888,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
788,HN0008,7.4140799999999984,0.0,0,30,1.0,0.0,1983.0,14.5,-87.65
789,HU0004,0.8527999999999999,0.0,0,30,1.0,0.0,1992.0,48.04972,22.18
790,HU0005,1.359,0.0,0,30,1.0,0.0,1992.0,46.88,19.56972
791,HU0006,1.668,0.0,0,30,1.0,0.0,1992.0,48.04972,22.2
792,HU0008,1.68,0.0,0,30,1.0,0.0,1992.0,48.02972,21.87
793,HU0009,8.2,0.0,0,30,1.0,0.0,1992.0,47.47,21.43
794,HU0010,7.865999999999999,0.0,0,30,1.0,0.0,1992.0,47.02972,18.42
795,HU0011,7.937,0.0,0,30,1.0,0.0,1992.0,47.77972,22.39972
796,HU0012,7.074000000000001,0.0,0,30,1.0,0.0,1992.0,47.72972,18.72972
797,HU0013,4.745,0.0,0,30,1.0,0.0,1992.0,41.52,17.77
798,HU0014,1.4669999999999999,0.0,0,30,1.0,0.0,1992.0,47.5,19.5
799,HU0015,4.710000000000001,0.0,0,30,1.0,0.0,1992.0,46.13,18.62972
800,HU0016,5.9670000000000005,0.0,0,30,1.0,0.0,1992.0,45.97972,18.72972
801,HU0017,2.8140000000000005,0.0,0,30,1.0,0.0,1992.0,47.04,17.06972
802,HU0018,3.2640000000000002,0.0,0,30,1.0,0.0,1992.0,48.13,22.32972
803,HU0019,9.253,0.0,0,30,1.0,0.0,1992.0,46.66972,17.39972
804,HU0023,3.096,0.0,0,30,1.0,0.0,1992.0,46.61972,16.04972
805,HU0024,4.56,0.0,0,30,1.0,0.0,1992.0,46.58,16.57972
806,HU0025,2.556,0.0,0,30,1.0,0.0,1992.0,47.47972,18.07972
807,HU0026,4.716,0.0,0,30,1.0,0.0,1992.0,47.97,20.42
808,HU0027,4.212000000000001,0.0,0,30,1.0,0.0,1992.0,46.09972,17.76
809,HU0029,5.136,0.0,0,30,1.0,0.0,1992.0,47.83,17.02
810,HU0030,4.257000000000001,0.0,0,30,1.0,0.0,1992.0,47.58,17.57972
811,HU0031,5.535399999999999,0.0,0,30,1.0,0.0,1992.0,47.31972,21.47972
812,HU0033,6.208200000000001,0.0,0,30,1.0,0.0,1992.0,47.38,20.62972
813,HU0034,5.76,0.0,0,30,1.0,0.0,1992.0,47.77,20.28
814,HU0035,4.889999999999999,0.0,0,30,1.0,0.0,1992.0,46.33,18.42
815,HU0036,3.2399999999999993,0.0,0,30,1.0,0.0,1992.0,46.75,19.6
816,HU0037,2.4150000000000005,0.0,0,30,1.0,0.0,1992.0,47.02972,19.17
817,HU0040,6.1152,0.0,0,30,1.0,0.0,1992.0,47.47,21.22972
818,HU0041,4.5947000000000005,0.0,0,30,1.0,0.0,1992.0,46.95,20.21972
819,HU0042,4.1049,0.0,0,30,1.0,0.0,1992.0,47.27972,20.12972
820,HU0043,6.588000000000001,0.0,0,30,1.0,0.0,1992.0,47.63,16.82972
821,ID0009,4.07074,0.0,0,30,1.0,0.0,1980.0,-3.93944,122.08389
822,ID0015,2.9838000000000005,0.0,0,30,1.0,0.0,1980.0,-3.90889,122.00722
823,ID0017,9.731300000000001,0.0,0,30,1.0,0.0,1981.0,-7.98333,112.66667
824,ID0026,3.9492199999999995,0.0,0,30,1.0,0.0,1981.0,-7.98333,112.66667
825,ID0027,6.039509999999999,0.0,0,30,1.0,0.0,1981.0,-7.98333,112.66667
826,ID0028,7.178100000000001,0.0,0,30,1.0,0.0,1982.0,-4.86667,104.98333
827,ID0029,9.367259999999998,0.0,0,30,1.0,0.0,1982.0,0.0,102.0
828,ID0030,16.027199999999997,0.0,0,30,1.0,0.0,1982.0,-6.95,107.56667
829,ID0033,14.1825,0.0,0,30,1.0,0.0,1983.0,4.6,96.78333
830,ID0040,5.42238,0.0,0,30,1.0,0.0,1985.0,-6.45833,106.79361
831,ID0041,7.0172,0.0,0,30,1.0,0.0,1985.0,-6.52222,106.35278
832,ID0042,6.81128,0.0,0,30,1.0,0.0,1985.0,-1.84444,101.47778
833,ID0043,6.289319999999999,0.0,0,30,1.0,0.0,1985.0,-1.08611,101.01806
834,ID0044,4.6169199999999995,0.0,0,30,1.0,0.0,1985.0,-0.91667,101.76389
835,ID0047,5.6485,0.0,0,30,1.0,0.0,1985.0,-1.60694,102.30417
836,ID0050,5.5407,0.0,0,30,1.0,0.0,1987.0,-0.4,100.43333
837,ID0052,3.818,1.681,0,30,0.6666666666666666,0.3333333333333333,1987.0,-6.7,106.9
838,ID0053,1.5885999999999998,17.248,0,30,0.3333333333333333,0.6666666666666666,1987.0,2.26667,98.66667
839,ID0055,7.394129999999999,0.0,0,30,1.0,0.0,1987.0,-7.86667,112.43333
840,ID0067,5.126580000000001,0.0,0,30,1.0,0.0,1987.0,-6.43333,107.4
841,ID0068,4.864279999999999,0.0,0,30,1.0,0.0,1987.0,-7.85,112.7
842,ID0069,5.392800000000001,0.0,0,30,1.0,0.0,1987.0,-0.45,100.45
843,ID0071,5.3561,0.0,0,30,1.0,0.0,1988.0,-1.02083,116.56667
844,ID0072,6.200469999999999,0.0,0,30,1.0,0.0,1988.0,-0.8625,116.57083
845,ID0073,4.98588,0.0,0,30,1.0,0.0,1988.0,-1.02083,116.56667
846,ID0074,6.4216500000000005,0.0,0,30,1.0,0.0,1988.0,-0.8625,116.57083
847,ID0075,4.88882,0.0,0,30,1.0,0.0,1988.0,-0.96667,116.54167
848,ID0076,5.23829,0.0,0,30,1.0,0.0,1988.0,-0.99583,116.57083
849,ID0077,4.0184,0.0,0,30,1.0,0.0,1988.0,-0.70833,116.70833
850,ID0080,3.1453999999999995,0.0,0,30,1.0,0.0,1988.0,-1.01667,116.5625
851,ID0081,3.4318000000000004,0.0,0,30,1.0,0.0,1988.0,-1.01667,116.5625
852,ID0082,3.70875,0.0,0,30,1.0,0.0,1988.0,-0.96667,116.54167
853,ID0083,6.411700000000001,0.0,0,30,1.0,0.0,1988.0,-0.96667,116.54167
854,ID0084,4.492100000000001,0.0,0,30,1.0,0.0,1988.0,-0.69583,116.72083
855,ID0085,4.965,0.0,0,30,1.0,0.0,1988.0,-0.8625,116.57083
856,ID0086,4.819,0.0,0,30,1.0,0.0,1988.0,-0.70417,116.7125
857,ID0087,3.8231999999999995,0.0,0,30,1.0,0.0,1988.0,-0.99583,116.57083
858,ID0088,3.2000200000000003,0.0,0,30,1.0,0.0,1988.0,-0.9,116.55417
859,ID0089,4.6224,0.0,0,30,1.0,0.0,1988.0,-0.975,116.54167
860,ID0090,4.6829,0.0,0,30,1.0,0.0,1988.0,-0.69583,116.72083
861,ID0091,4.55852,0.0,0,30,1.0,0.0,1988.0,-0.70833,116.70833
862,ID0092,3.72258,0.0,0,30,1.0,0.0,1988.0,-0.9,116.55417
863,ID0094,4.138260000000001,0.0,0,30,1.0,0.0,1988.0,-0.975,116.54167
864,ID0095,2.5498000000000003,0.0,0,30,1.0,0.0,1988.0,-1.01667,116.5625
865,ID0097,4.4424,0.0,0,30,1.0,0.0,1989.0,-3.68333,128.28333
866,ID0099,7.03852,0.0,0,30,1.0,0.0,1989.0,-3.5,128.2
867,ID0100,6.6996,0.0,0,30,1.0,0.0,1989.0,-3.51667,128.00361
868,IN0049,2.1528,0.0,0,30,1.0,0.0,1977.0,24.56667,80.25
869,IN0052,2.6105900000000006,0.0,0,30,1.0,0.0,1979.0,20.5,85.83333
870,IN0054,2.6105900000000006,0.0,0,30,1.0,0.0,1979.0,20.5,85.83333
871,IN0056,0.45,0.0,0,30,1.0,0.0,1979.0,27.5,71.68333
872,IN0057,0.45,0.0,0,30,1.0,0.0,1979.0,27.5,71.68333
873,IN0058,0.49998000000000004,0.0,0,30,1.0,0.0,1979.0,26.83333,75.75
874,IN0059,0.49998000000000004,0.0,0,30,1.0,0.0,1979.0,26.83333,75.75
875,IN0060,0.42723,0.0,0,30,1.0,0.0,1979.0,26.08333,72.83333
876,IN0061,1.6689399999999999,0.0,0,30,1.0,0.0,1979.0,25.75,73.83333
877,IN0064,1.24281,0.0,0,30,1.0,0.0,1979.0,26.25,83.21667
878,IN0066,2.925420000000001,0.0,0,30,1.0,0.0,1979.0,33.58333,75.08333
879,IN0067,1.63548,0.0,0,30,1.0,0.0,1979.0,30.16667,76.43333
880,IN0073,3.74655,0.0,0,30,1.0,0.0,1979.0,17.65,77.98333
881,IN0074,4.164540000000001,0.0,0,30,1.0,0.0,1979.0,22.71667,75.8
882,IN0076,2.11305,0.0,0,30,1.0,0.0,1979.0,30.25,76.41667
883,IN0078,2.66739,0.0,0,30,1.0,0.0,1979.0,24.16667,88.28333
884,IN0079,3.08388,0.0,0,30,1.0,0.0,1979.0,29.02222,79.48889
885,IN0084,3.04704,0.0,0,30,1.0,0.0,1979.0,29.73333,79.06667
886,IN0086,3.4465999999999997,0.0,0,30,1.0,0.0,1979.0,20.26667,81.48333
887,IN0088,1.14744,0.0,0,30,1.0,0.0,1979.0,25.25833,83.26111
888,IN0089,1.54168,0.0,0,30,1.0,0.0,1979.0,34.0,74.75
889,IN0096,1.22049,0.0,0,30,1.0,0.0,1979.0,24.29167,87.23972
890,IN0103,1.22049,0.0,0,30,1.0,0.0,1979.0,24.29167,87.23972
891,IN0106,3.08388,0.0,0,30,1.0,0.0,1979.0,29.02222,79.48889
892,IN0108,3.4465999999999997,0.0,0,30,1.0,0.0,1979.0,20.26667,81.48333
893,IN0109,0.65916,0.0,0,30,1.0,0.0,1979.0,29.25,74.33333
894,IN0110,0.65916,0.0,0,30,1.0,0.0,1979.0,29.25,74.33333
895,IN0112,3.0208200000000005,0.0,0,30,1.0,0.0,1979.0,20.2,72.83333
896,IN0113,3.0208200000000005,0.0,0,30,1.0,0.0,1979.0,20.2,72.83333
897,IN0118,2.4379999999999997,0.0,0,30,1.0,0.0,1979.0,20.93333,77.78333
898,IN0119,2.05248,0.0,0,30,1.0,0.0,1979.0,22.71667,75.8
899,IN0121,2.4276,0.0,0,30,1.0,0.0,1979.0,18.21667,75.66667
900,IN0122,4.164540000000001,0.0,0,30,1.0,0.0,1979.0,22.71667,75.8
901,IN0124,2.2206,0.0,0,30,1.0,0.0,1979.0,23.16667,79.95
902,IN0134,2.4276,0.0,0,30,1.0,0.0,1979.0,18.21667,75.66667
903,IN0136,2.4379999999999997,0.0,0,30,1.0,0.0,1979.0,20.93333,77.78333
904,IN0137,2.2206,0.0,0,30,1.0,0.0,1979.0,23.16667,79.95
905,IN0138,3.74655,0.0,0,30,1.0,0.0,1980.0,17.65,77.98333
906,IN0144,3.2436099999999994,0.0,0,30,1.0,0.0,1982.0,18.05972,78.25472
907,IN0145,2.6452,0.0,0,30,1.0,0.0,1982.0,18.05,78.25
908,IN0146,3.045,0.0,0,30,1.0,0.0,1982.0,23.16667,79.98333
909,IN0147,3.1965000000000003,0.0,0,30,1.0,0.0,1982.0,21.16667,79.2
910,IN0149,2.8770100000000003,0.0,0,30,1.0,0.0,1982.0,19.43333,74.7
911,IN0150,2.6471999999999998,0.0,0,30,1.0,0.0,1988.0,20.66667,77.08333
912,IN0155,2.9382,0.0,0,30,1.0,0.0,1988.0,21.21667,78.25
913,IN0156,1.944,0.0,0,30,1.0,0.0,1988.0,21.03333,79.06667
914,IN0157,3.7898,0.0,0,30,1.0,0.0,1988.0,20.66667,77.08333
915,IN0158,2.6468999999999996,0.0,0,30,1.0,0.0,1988.0,20.66667,77.08333
916,IN0159,2.5872,0.0,0,30,1.0,0.0,1988.0,21.1,77.13333
917,IN0161,3.9995700000000007,0.0,0,30,1.0,0.0,1990.0,17.54167,78.4
918,IN0163,2.1558,0.0,0,30,1.0,0.0,1990.0,9.9,78.0
919,IT0038,23.76,0.0,0,30,1.0,0.0,1985.0,40.83333,14.75
920,IT0049,5.985000000000001,0.0,0,30,1.0,0.0,1986.0,44.78333,11.01667
921,IT0051,6.575600000000001,0.0,0,30,1.0,0.0,1986.0,44.78333,11.01667
922,IT0052,3.60672,0.0,0,30,1.0,0.0,1986.0,45.26667,11.11667
923,IT0061,4.2770399999999995,0.0,0,30,1.0,0.0,1987.0,45.31667,9.5
924,IT0062,4.2764299999999995,0.0,0,30,1.0,0.0,1987.0,45.31667,9.5
925,IT0063,4.4870399999999995,0.0,0,30,1.0,0.0,1987.0,45.31667,9.5
926,IT0064,3.20715,0.0,0,30,1.0,0.0,1988.0,40.31667,18.1
927,IT0065,6.263999999999999,0.0,0,30,1.0,0.0,1988.0,41.83333,12.5
928,IT0066,4.428599999999999,0.0,0,30,1.0,0.0,1988.0,41.83333,12.5
929,IT0067,4.9798,0.0,0,30,1.0,0.0,1988.0,41.83333,12.5
930,IT0068,2.23524,0.0,0,30,1.0,0.0,1988.0,40.31667,18.1
931,IT0069,6.6051,0.0,0,30,1.0,0.0,1989.0,41.46667,15.38333
932,IT0070,7.0623000000000005,0.0,0,30,1.0,0.0,1989.0,41.46667,15.38333
933,IT0071,6.075,0.0,0,30,1.0,0.0,1989.0,41.46667,15.38333
934,JM0051,1.6050000000000002,0.0,0,30,1.0,0.0,1986.0,18.26667,-77.93333
935,JM0052,6.84,0.0,0,30,1.0,0.0,1986.0,18.33333,-77.98333
936,JM0054,5.37,0.0,0,30,1.0,0.0,1986.0,18.28333,-77.91667
937,JM0056,8.8,0.0,0,30,1.0,0.0,1986.0,18.31667,-77.88333
938,JM0071,5.46,0.0,0,30,1.0,0.0,1988.0,18.3,-77.91667
939,JM0074,6.24,0.0,0,30,1.0,0.0,1989.0,18.18333,-77.08333
940,JM0075,11.120000000000001,0.0,0,30,1.0,0.0,1989.0,18.13333,-77.15
941,JM0076,6.264,0.0,0,30,1.0,0.0,1989.0,18.16667,-77.15
942,JO0005,3.3462,0.0,0,30,1.0,0.0,1982.0,31.9,35.61667
943,JO0006,6.36528,0.0,0,30,1.0,0.0,1982.0,31.66667,36.73333
944,JO0007,2.6772,0.0,0,30,1.0,0.0,1982.0,30.05,35.5
945,JO0008,3.94799,0.0,0,30,1.0,0.0,1982.0,32.2,35.6
946,JO0009,0.69436,0.0,0,30,1.0,0.0,1982.0,31.75,36.83333
947,JO0010,6.50674,0.0,0,30,1.0,0.0,1982.0,31.91667,35.9
948,JO0011,6.50674,0.0,0,30,1.0,0.0,1982.0,32.33333,35.78333
949,JO0014,1.53958,0.0,0,30,1.0,0.0,1982.0,31.9,36.35
950,JO0015,3.4406,0.0,0,30,1.0,0.0,1982.0,31.75,36.83333
951,JO0017,1.6719300000000001,0.0,0,30,1.0,0.0,1982.0,31.9,36.35
952,JO0018,1.0634599999999998,0.0,0,30,1.0,0.0,1982.0,30.38333,35.53333
953,JO0020,6.02779,0.0,0,30,1.0,0.0,1982.0,32.61667,35.61667
954,JO0021,2.0088,0.0,0,30,1.0,0.0,1982.0,30.24639,35.83333
955,JO0022,3.8368900000000004,0.0,0,30,1.0,0.0,1982.0,32.53333,35.96667
956,JO0023,2.4381,0.0,0,30,1.0,0.0,1982.0,32.46667,35.96667
957,JO0024,6.02779,0.0,0,30,1.0,0.0,1982.0,32.75,35.5
958,JO0025,2.6772,0.0,0,30,1.0,0.0,1984.0,30.16667,35.66667
959,JO0026,3.94799,0.0,0,30,1.0,0.0,1984.0,32.25,35.5
960,JO0027,3.3462,0.0,0,30,1.0,0.0,1984.0,31.83333,35.5
961,JO0028,6.36528,0.0,0,30,1.0,0.0,1984.0,31.75,36.83333
962,JO0030,1.0634599999999998,0.0,0,30,1.0,0.0,1984.0,30.33333,35.75
963,JO0031,2.0088,0.0,0,30,1.0,0.0,1984.0,31.91667,35.93333
964,JO0032,2.4381,0.0,0,30,1.0,0.0,1984.0,32.58333,35.83333
965,JO0033,3.8368900000000004,0.0,0,30,1.0,0.0,1984.0,32.66667,35.66667
966,JP0011,2.3641499999999995,0.0,0,30,1.0,0.0,1967.0,37.75,139.18333
967,JP0012,2.8468,0.0,0,30,1.0,0.0,1968.0,37.75,139.08333
968,JP0013,4.0936,0.0,0,30,1.0,0.0,1968.0,37.91667,139.33333
969,JP0014,2.5418,0.0,0,30,1.0,0.0,1970.0,37.75,139.08333
970,JP0015,2.4188,0.0,0,30,1.0,0.0,1971.0,37.91667,139.33333
971,JP0016,3.16787,0.0,0,30,1.0,0.0,1971.0,37.91667,139.33333
972,JP0028,4.0472399999999995,0.0,0,30,1.0,0.0,1985.0,39.31083,141.10444
973,JP0031,7.77276,0.0,0,30,1.0,0.0,1985.0,43.60139,141.98611
974,JP0033,18.230999999999998,0.0,0,30,1.0,0.0,1990.0,36.36667,139.48333
975,JP0039,4.554200000000001,0.0,0,30,1.0,0.0,1991.0,34.27028,133.9725
976,KE0185,4.114000000000001,0.0,0,30,1.0,0.0,1972.0,-0.6175,37.5475
977,KE0186,4.251,0.0,0,30,1.0,0.0,1972.0,-0.55639,37.64028
978,KE0189,9.96,0.0,0,30,1.0,0.0,1973.0,1.20667,35.10167
979,KE0192,1.4484,0.0,0,30,1.0,0.0,1973.0,-0.69222,37.64472
980,KE0193,1.4417,0.0,0,30,1.0,0.0,1973.0,-0.58139,37.6175
981,KE0203,6.1355,0.0,0,30,1.0,0.0,1974.0,-0.8,34.59972
982,KE0209,7.425,3.8015999999999996,0,30,0.2,0.8,1974.0,-0.6,34.97972
983,KE0214,7.7955,0.0,0,30,1.0,0.0,1974.0,-0.8,34.59972
984,KE0221,8.025,0.0,0,30,1.0,0.0,1975.0,-0.69,34.77972
985,KE0222,7.920000000000001,0.0,0,30,1.0,0.0,1975.0,-0.66889,34.92889
986,KE0223,4.7,0.0,0,30,1.0,0.0,1975.0,-0.5,34.5
987,KE0225,6.8334,0.0,0,30,1.0,0.0,1975.0,-0.78306,34.99083
988,KE0228,8.856,0.0,0,30,1.0,0.0,1975.0,-0.65639,34.51556
989,KE0245,7.0312,0.0,0,30,1.0,0.0,1977.0,-2.50972,37.70972
990,KE0248,3.321,0.0,0,30,1.0,0.0,1977.0,-2.18,37.56972
991,KE0249,3.45,0.0,0,30,1.0,0.0,1977.0,-2.11972,37.45
992,KE0255,7.890000000000001,0.0,0,30,1.0,0.0,1978.0,-0.77972,36.59972
993,KE0262,2.7249999999999996,0.0,0,30,1.0,0.0,1978.0,-2.77972,37.45
994,KE0273,3.08,0.0,0,30,1.0,0.0,1978.0,-2.79972,37.75
995,KE0287,10.4199,0.0,0,30,1.0,0.0,1978.0,-0.75917,36.62861
996,KE0294,6.288,0.0,0,30,1.0,0.0,1978.0,-0.75,36.59972
997,KE0314,1.7958000000000003,0.0,0,30,1.0,0.0,1982.0,-3.6,39.86667
998,KE0315,3.1716,0.0,0,30,1.0,0.0,1982.0,-3.77917,39.64417
999,KE0342,6.541200000000001,0.0,0,30,1.0,0.0,1985.0,-0.41111,37.62778
1000,KR0203,4.377389999999999,0.0,0,30,1.0,0.0,1985.0,35.29444,126.93694
1001,KR0206,3.26548,0.0,0,30,1.0,0.0,1985.0,35.26694,128.98833
1002,KR0212,7.00938,0.0,0,30,1.0,0.0,1985.0,35.87667,126.98167
